"License Number","Status","Type| Dup","Expir. Date","Primary Owner and Premises Addr.","Mailing Addr.","Action","Conditions","Escrow","District Code","Geo Code","Prem Street","City","County","Zip Code","Mailing Street","Mailing City","Mailing Zip Code","Mailing State"
"650813","Active","47 | 1","11/30/2024","DBA: LUCKY STRIKE LOS ANGELES                             AMF BOWLING CENTERS INC                             800 W OLYMPIC BLVD, # A250,                             LOS ANGELES, CA  90015-1360","7313 BELL CREEK RD                              MECHANICSVILLE, VA  23111","PER","7","CALIFORNIA BUSINESS ESCROW INC 1748 MAIN ST ESCALON, CA  95320-1927","4","1933","800 W OLYMPIC BLVD, # A250","LOS ANGELES","19","90015","7313 BELL CREEK RD","MECHANICSVILLE","23111","VA"
"650813","Active","47 | 1","11/30/2024","DBA: LUCKY STRIKE LOS ANGELES                             AMF BOWLING CENTERS INC                             800 W OLYMPIC BLVD, # A250,                             LOS ANGELES, CA  90015-1360","7313 BELL CREEK RD                              MECHANICSVILLE, VA  23111","PER","7","CALIFORNIA BUSINESS ESCROW INC 1748 MAIN ST ESCALON, CA  95320-1927","4","1933","800 W OLYMPIC BLVD, # A250","LOS ANGELES","19","90015","7313 BELL CREEK RD","MECHANICSVILLE","23111","VA"
"650813","Active","68 | 1","11/30/2024","DBA: LUCKY STRIKE LOS ANGELES                             AMF BOWLING CENTERS INC                             800 W OLYMPIC BLVD, # A250,                             LOS ANGELES, CA  90015-1360","7313 BELL CREEK RD                              MECHANICSVILLE, VA  23111","PER","7","CALIFORNIA BUSINESS ESCROW INC 1748 MAIN ST ESCALON, CA  95320-1927","4","1933","800 W OLYMPIC BLVD, # A250","LOS ANGELES","19","90015","7313 BELL CREEK RD","MECHANICSVILLE","23111","VA"
"650862","Active","41 | 0","11/30/2024","DBA: MORENA PROVISIONS                            CUTP, LP                             1122 MORENA BLVD,                             SAN DIEGO, CA  92110-3834","421 GRAPE ST                              SAN DIEGO, CA  92101","ORI","7","","10","3710","1122 MORENA BLVD","SAN DIEGO","37","92110","421 GRAPE ST","SAN DIEGO","92101","CA"
"650915","Issued-Temp.","30","04/10/2024","DBA: FINNEYS CRAFTHOUSE & KITCHEN                            FINNEY'S USA OPERATIONS, LLC                             580 VENTURA BLVD ,                             CAMARILLO, CA  93010","32107 LINDERO CANYON RD, #117                              WESTLAKE VILLAGE, CA  91361-4243","PER","5","","12","5608","580 VENTURA BLVD","CAMARILLO","56","93010","32107 LINDERO CANYON RD, #117","WESTLAKE VILLAGE","91361","CA"
"651115","Active","47 | 0","11/30/2024","DBA: TOAST CAFE & GRILL                            AJ'S CAFÉ INC                             1411 BIRD AVE,                             SAN JOSE, CA  95125-1855","","PER/PRM","7","ABC ESCROW 2222 DAMON STREET  LOS ANGELES, CA  90021","25","4313","1411 BIRD AVE","SAN JOSE","43","95125","","","",""
"651144","Active","41 | 0","11/30/2024","DBA: SUGAR TACO                            SUGAR TACO, LLC                              7257 MELROSE AVE,                             LOS ANGELES, CA  90046-7635","","ORI","7","","4","1933","7257 MELROSE AVE","LOS ANGELES","19","90046","","","",""
"651168","Active","47 | 1","11/30/2024","DBA: AUGUST HALL & FIFTH ARROW                            AH & GLCC LLC                             420 & 430 MASON ST,                             SAN FRANCISCO, CA  94102-1706","420 MASON ST                              SAN FRANCISCO, CA  94102-1706","PER","7","","24","3800","420 & 430 MASON ST","SAN FRANCISCO","38","94102","420 MASON ST","SAN FRANCISCO","94102","CA"
"651168","Active","47 | 1","11/30/2024","DBA: AUGUST HALL & FIFTH ARROW                            AH & GLCC LLC                             420 & 430 MASON ST,                             SAN FRANCISCO, CA  94102-1706","420 MASON ST                              SAN FRANCISCO, CA  94102-1706","PER","7","","24","3800","420 & 430 MASON ST","SAN FRANCISCO","38","94102","420 MASON ST","SAN FRANCISCO","94102","CA"
"651168","Active","58 | 1","11/30/2024","DBA: AUGUST HALL & FIFTH ARROW                            AH & GLCC LLC                             420 & 430 MASON ST,                             SAN FRANCISCO, CA  94102-1706","420 MASON ST                              SAN FRANCISCO, CA  94102-1706","PER","7","","24","3800","420 & 430 MASON ST","SAN FRANCISCO","38","94102","420 MASON ST","SAN FRANCISCO","94102","CA"
"651330","Active","47 | 0","11/30/2024","DBA: MIKAMI SUSHI                            OCEANIC MIKAMI LLC                             7325 CLAIREMONT MESA BLVD,                             SAN DIEGO, CA  92111","9685 VIA EXCELENICA , STE 208                              SAN DIEGO, CA  92111","PER/PRM","7","","10","3710","7325 CLAIREMONT MESA BLVD","SAN DIEGO","37","92111","9685 VIA EXCELENICA , STE 208","SAN DIEGO","92111","CA"
"651361","Active","41 | 0","11/30/2024","DBA: TAQUERIA LOS PERICOS                            GARCIA MATA, LEONEL                             380 N HIGHWAY 65,                             LINDSAY, CA  93247-2700","PO BOX 125                              DUCOR, CA  93218-0125","ORI","","","21","5403","380 N HIGHWAY 65","LINDSAY","54","93247","PO BOX 125","DUCOR","93218","CA"
"651442","Active","21 | 0","11/30/2024","SINGH, RANJODH                             7528 S FIGUEROA ST,                             LOS ANGELES, CA  90003-1737","1985 FIRESTONE BLVD                              LOS ANGELES, CA  90001-4155","PER","","UNITY ESCROW INC 3600 WILSHIRE BLVD STE 900 LOS ANGELES, CA  90010-2613","4","1933","7528 S FIGUEROA ST","LOS ANGELES","19","90003","1985 FIRESTONE BLVD","LOS ANGELES","90001","CA"
"651471","Active","17 | 1","11/30/2024","DBA: LIEU-DIT WINE & SPIRITS                            MERCANTILE & CO. LLC                             3721 ATLAS AVE,                             OAKLAND, CA  94619-1547","","ORI","7","","22","0109","3721 ATLAS AVE","OAKLAND","01","94619","","","",""
"651471","Active","18 | 1","11/30/2024","DBA: LIEU-DIT WINE & SPIRITS                            MERCANTILE & CO. LLC                             3721 ATLAS AVE,                             OAKLAND, CA  94619-1547","","ORI","7","","22","0109","3721 ATLAS AVE","OAKLAND","01","94619","","","",""
"651471","Active","20 | 0","11/30/2024","DBA: LIEU-DIT WINE & SPIRITS                            MERCANTILE & CO. LLC                             3721 ATLAS AVE,                             OAKLAND, CA  94619-1547","","ORI","7,I","","22","0109","3721 ATLAS AVE","OAKLAND","01","94619","","","",""
"651471","Active","09 | 1","11/30/2024","DBA: LIEU-DIT WINE & SPIRITS                            MERCANTILE & CO. LLC                             3721 ATLAS AVE,                             OAKLAND, CA  94619-1547","","ORI","7","","22","0109","3721 ATLAS AVE","OAKLAND","01","94619","","","",""
"651471","Active","12 | 1","11/30/2024","DBA: LIEU-DIT WINE & SPIRITS                            MERCANTILE & CO. LLC                             3721 ATLAS AVE,                             OAKLAND, CA  94619-1547","","ORI","7","","22","0109","3721 ATLAS AVE","OAKLAND","01","94619","","","",""
"651479","Active","21 | 0","11/30/2024","DBA: SAM'S CABLE CAR LOUNGE                            SIRHED GALLERY MARKET LLC                              222 POWELL ST,                             SAN FRANCISCO, CA  94102-2206","PO BOX 626                              BURLINGAME, CA  94011","PER","7","","24","3800","222 POWELL ST","SAN FRANCISCO","38","94102","PO BOX 626","BURLINGAME","94011","CA"
"651479","Active","48 | 0","11/30/2024","DBA: SAM'S CABLE CAR LOUNGE                            SIRHED GALLERY MARKET LLC                              222 POWELL ST,                             SAN FRANCISCO, CA  94102-2206","PO BOX 626                              BURLINGAME, CA  94011","PER","7","","24","3800","222 POWELL ST","SAN FRANCISCO","38","94102","PO BOX 626","BURLINGAME","94011","CA"
"651479","Active","48 | 0","11/30/2024","DBA: SAM'S CABLE CAR LOUNGE                            SIRHED GALLERY MARKET LLC                              222 POWELL ST,                             SAN FRANCISCO, CA  94102-2206","PO BOX 626                              BURLINGAME, CA  94011","PER","7","","24","3800","222 POWELL ST","SAN FRANCISCO","38","94102","PO BOX 626","BURLINGAME","94011","CA"
"652196","Active","47 | 0","11/30/2024","DBA: ZAIKA INDIAN BISTRO BAR                            ZAIKA INDIAN BISTRO BAR                             893 LIFESTYLE ST,                             MANTECA, CA  95337","","PER/PRM","","CALIFORNIA BUSINESS ESCROW, INC 1748 MAIN ST  ESCALON, CA  95320","29","3903","893 LIFESTYLE ST","MANTECA","39","95337","","","",""
"653183","Active","20 | 0","06/30/2024","DBA: 7 ELEVEN 29243F                            7 ELEVEN INC                             848 E EVELYN AVE,                             SUNNYVALE, CA  94086-6528","PO BOX 139044                              DALLAS, TX  75313-9044","PER","7","7 ELEVEN INC PO BOX 139044 ATTN: LICENSING DEPARTMENT DALLAS, TX  75313-9044","25","4316","848 E EVELYN AVE","SUNNYVALE","43","94086","PO BOX 139044","DALLAS","75313","TX"
"653281","Active","41 | 0","11/30/2024","DBA: BROOKLYN BOYZ PIZZA                            HANGIN IN THERE                             2183 VISTA WAY, STE B8,                             OCEANSIDE, CA  92054-5681","1313 SIMPSON WAY C                              ESCONDIDO, CA  92029","PER","7","ALLISON MCCLOSKEY ESCROW COMPANY 4820 EL CAJON BLVD SAN DIEGO, CA  92115-4695","9","3709","2183 VISTA WAY, STE B8","OCEANSIDE","37","92054","1313 SIMPSON WAY C","ESCONDIDO","92029","CA"
"653414","Active","20 | 0","10/31/2024","DBA: LA ESTRELLA MARKET                            LA ESTRELLA MARKET A&T CORP                              1615 E FLORENCE AVE,                             LOS ANGELES, CA  90001-2521","","FID","8","","4","1900","1615 E FLORENCE AVE","LOS ANGELES","19","90001","","","",""
"653467","Active","48 | 1","11/30/2024","DBA: NEW H LOUNGE THE                            ELLIS, TREVOR JULIUS                             472 BENICIA RD,                             VALLEJO, CA  94590-7131","472 BENICIA RD                              VALLEJO, CA  94590-7131","PER","7","OLD REPUBLIC TITLE 1000 BURNETT AVE STE 400 CONCORD, CA  94520-2088","22","4800","472 BENICIA RD","VALLEJO","48","94590","472 BENICIA RD","VALLEJO","94590","CA"
"653467","Active","58 | 1","11/30/2024","DBA: NEW H LOUNGE THE                            ELLIS, TREVOR JULIUS                             472 BENICIA RD,                             VALLEJO, CA  94590-7131","472 BENICIA RD                              VALLEJO, CA  94590-7131","PER","7","OLD REPUBLIC TITLE 1000 BURNETT AVE STE 400 CONCORD, CA  94520-2088","22","4800","472 BENICIA RD","VALLEJO","48","94590","472 BENICIA RD","VALLEJO","94590","CA"
"653507","Active","41 | 0","11/30/2024","DBA: TAYLORS SMOKEHOUSE                            ROLLIN MAC SHACK LLC                             421 MAZE BLVD,                             MODESTO, CA  95351-2650","","ORI","7","","29","5002","421 MAZE BLVD","MODESTO","50","95351","","","",""
"653644","Active","41 | 0","11/30/2024","DBA: KING COLE PIZZA                            YEOGANE ENTERPRISE, INC.                             612 S LORENA ST,                             LOS ANGELES, CA  90023-1644","","PER","","HANA ESCROW COMPANY INC 3580 WILSHIRE BLVD STE 1170 LOS ANGELES, CA  90010","4","1933","612 S LORENA ST","LOS ANGELES","19","90023","","","",""
"653706","Issued-Temp.","30","04/10/2024","DBA: MR LIQUOR PINOLE                            MR LIQUOR PINOLE INC                             1007 SAN PABLO AVE,                             PINOLE, CA  94564-2339","","PER","","BUSINESS & COMMERICAL SERVICE CENTER 3031 TISCH WY STE 310 SAN JOSE, CA  95128","22","0707","1007 SAN PABLO AVE","PINOLE","07","94564","","","",""
"653763","Active","21 | 0","11/30/2024","DBA: NEW STAR ELL                            FIVE ZERO ONE GROCERIES INC                             501 DIVISADERO ST,                             SAN FRANCISCO, CA  94117","2400 HOMER LN                              HAYWARD, CA  94545-4780","PER","7","OLD REPUBLIC TITLE COMPANY 1000 BURNETT AVE STE 400 CONCORD, CA  94520-2088","24","3800","501 DIVISADERO ST","SAN FRANCISCO","38","94117","2400 HOMER LN","HAYWARD","94545","CA"
"653797","Active","20 | 0","11/30/2024","DBA: LA PERLA MARKET CARNICERIA & TAQUERIA                            PARADISE LAST DROP LIQUOR INC                             871 E FLORIDA AVE,                             HEMET, CA  92543","6988 CANTERA WY                              FONTANA, CA  92336","PER","","TEAM ESCROW BP INC 6025 BEACH BLVD BUENA PARK, CA  90621-2304","7","3308","871 E FLORIDA AVE","HEMET","33","92543","6988 CANTERA WY","FONTANA","92336","CA"
"653807","Active","21 | 0","11/30/2024","DBA: VALLEY CENTER FOOD                            VALLEY CENTER MARKET LIQUOR INC                             27537 VALLEY CENTER RD,                             VALLEY CENTER, CA  92082","14109 CALLE DE VISTA                              VALLEY CENTER, CA  92082","PER","","AFFILIATE ESCROW 3914 MURPHY CANYON RD STE A144 SAN DIEGO, CA  92123","9","3700","27537 VALLEY CENTER RD","VALLEY CENTER","37","92082","14109 CALLE DE VISTA","VALLEY CENTER","92082","CA"
"653985","Active","20 | 0","11/30/2024","DBA: PARI MART GAS                            CALAVERAS PETROLEUM                             141 ST CHARLES ST,                             SAN ANDREAS, CA  95249","","PER","","BUSINESS & ESCROW SERVICE CENTER INC 3031 TISCH WAY 310 SAN JOSE, CA  95128","29","0500","141 ST CHARLES ST","SAN ANDREAS","05","95249","","","",""
"654125","Active","47 | 0","11/30/2024","DBA: O'CONNORS IRISH PUB                            OM MAYA PUB INC                             4130-34 PARAMOUNT BLVD,                             LAKEWOOD, CA  90712-3914","1112 AGNES PL                              CERRITOS, CA  90703","PER","7","R ESCROW 1205 E CHAPMAN AVE ORANGE, CA  92866","3","1929","4130-34 PARAMOUNT BLVD","LAKEWOOD","19","90712","1112 AGNES PL","CERRITOS","90703","CA"
"654175","Active","41 | 0","11/30/2024","DBA: I'APPART                            MELINAS CAFÉ LLC                             541 S SPRING ST, #112-113,                             LOS ANGELES, CA  90013-2305","541 S SPRING ST, #112-113                              LOS ANGELES, CA  90013-2305","PER","7","","4","1933","541 S SPRING ST, #112-113","LOS ANGELES","19","90013","541 S SPRING ST, #112-113","LOS ANGELES","90013","CA"
"654248","Issued-Temp.","30","04/12/2024","DBA: CIRCLE K                             LWS HIGHLAND GAS INC.                              2232 N VALENCIA AVE,                             SAN BERNARDINO, CA  92404","","PER","","STEWART TITLE GUARANTY COMPANY 1200 CALIFORNIA ST #140 REDLANDS, CA  92374","7","3610","2232 N VALENCIA AVE","SAN BERNARDINO","36","92404","","","",""
"654301","Active","41 | 0","11/30/2024","DBA: NORTHTOWN COFFEE                            ELVENSTAR EMPIRE LLC                             1603 G ST,                             ARCATA, CA  95521-5648","","ORI","7","","28","1201","1603 G ST","ARCATA","12","95521","","","",""
"654718","Issued-Temp.","30","04/10/2024","DBA: 7 ELEVEN #38969A                            7 ELEVEN INC                             4202 E KINGS CANYON RD,                             FRESNO, CA  93702-3602","PO BOX 219088, ATT: 7 ELEVEN LICENSING                              DALLAS , TX  75221-9088","PER","7","CALIFORNIA BUSINESS ESCROW INC 1748 MAIN ST ESCALON, CA  95320-1927","21","1005","4202 E KINGS CANYON RD","FRESNO","10","93702","PO BOX 219088, ATT: 7 ELEVEN LICENSING","DALLAS","75221","TX"
"655126","Issued-Temp.","30","04/10/2024","DBA: TANG JIP                            OH PAK, INC.                             1679 WILLOW PASS RD,                             CONCORD, CA  94519-2611","","PER","","HANA ESCROW COMPANY INC 6281 BEACH BLVD #333 BUENA PARK, CA  90621","22","0703","1679 WILLOW PASS RD","CONCORD","07","94519","","","",""
"655129","Issued-Temp.","30","04/10/2024","DBA: BEST BBQ                            BEST BBQ, INC.                              716 STATE ST ,                             SANTA BARBARA, CA  93101-3330","915 E HARVARD BLVD                              SANTA PAULA, CA  93060","PER","7","","12","4203","716 STATE ST","SANTA BARBARA","42","93101","915 E HARVARD BLVD","SANTA PAULA","93060","CA"
"655139","Issued-Temp.","30","04/10/2024","HY BROTHER SUSHI INC                             539 W TEFFT ST,                             NIPOMO, CA  93444-8949","","PER","","TOWER ESCROW 3600 WILSHIRE BLVD STE 426 LOS ANGELES, CA  90010-2608","13","4000","539 W TEFFT ST","NIPOMO","40","93444","","","",""
"655141","Issued-Temp.","30","04/10/2024","DBA: UNIQUE BITE EATERY                            UNIQUE BITE INC                              82900 AVE 42, F104,                             INDIO, CA  92203-9658","","FID","","","8","3309","82900 AVE 42, F104","INDIO","33","92203","","","",""
"655144","Issued-Temp.","30","04/10/2024","DBA: VIA MAESTRA 42                            BITAR RESTAURANT GROUP VM42, LLC                             3343 STATE ST,                             SANTA BARBARA, CA  93105-2623","","FID","","","12","4203","3343 STATE ST","SANTA BARBARA","42","93105","","","",""
"655150","Issued-Temp.","30","04/10/2024","DBA: LOCALS TAPROOM                            LOCALS TAPROOM LLC                              90 SAN MIGUEL ST,                             AVILA BEACH, CA  93424","PO BOX 441                              AVILA BEACH, CA  93424","PER","7","VIVA ESCROW! INC. 60 ALTA ST STE 102 ARCADIA, CA  91006","13","4000","90 SAN MIGUEL ST","AVILA BEACH","40","93424","PO BOX 441","AVILA BEACH","93424","CA"
"655160","Issued-Temp.","30","04/10/2024","DBA: FAR EAST JOINT WEST COVINA                            MENDOZA, EDWIN CUNANAN                             1230 LAKES DR, STE 104,                             WEST COVINA, CA  91790-3077","","PER","7","","2","1960","1230 LAKES DR, STE 104","WEST COVINA","19","91790","","","",""
"655161","Expired","30","12/13/2023","OCEANSIDE PLAZA VENTURE INC                             3804 PLAZA DR,                             OCEANSIDE, CA  92056-4623","10261 TRADEMARK ST, STE D                              RANCHO CUCAMONGA, CA  91730-5805","PER","","ALISON MCLOSKEY ESCROW 4820 EL CAJON BLVD SAN DIEGO, CA  92115-4695","9","3709","3804 PLAZA DR","OCEANSIDE","37","92056","10261 TRADEMARK ST, STE D","RANCHO CUCAMONGA","91730","CA"
